timestamp,ticker,price,dividend,pe_ratio,usd_ils
2021-02-24 00:00:00,TSLA,247.34,0.0,,3.65
2021-02-25 00:00:00,TSLA,227.41,0.0,,3.65
2021-02-26 00:00:00,TSLA,225.17,0.0,,3.65
2021-03-01 00:00:00,TSLA,239.48,0.0,,3.65
2021-03-02 00:00:00,TSLA,228.81,0.0,,3.65
2021-03-03 00:00:00,TSLA,217.73,0.0,,3.65
2021-03-04 00:00:00,TSLA,207.15,0.0,,3.65
2021-03-05 00:00:00,TSLA,199.32,0.0,,3.65
2021-03-08 00:00:00,TSLA,187.67,0.0,,3.65
2021-03-09 00:00:00,TSLA,224.53,0.0,,3.65
2021-03-10 00:00:00,TSLA,222.69,0.0,,3.65
2021-03-11 00:00:00,TSLA,233.2,0.0,,3.65
2021-03-12 00:00:00,TSLA,231.24,0.0,,3.65
2021-03-15 00:00:00,TSLA,235.98,0.0,,3.65
2021-03-16 00:00:00,TSLA,225.63,0.0,,3.65
2021-03-17 00:00:00,TSLA,233.94,0.0,,3.65
2021-03-18 00:00:00,TSLA,217.72,0.0,,3.65
2021-03-19 00:00:00,TSLA,218.29,0.0,,3.65
2021-03-22 00:00:00,TSLA,223.33,0.0,,3.65
2021-03-23 00:00:00,TSLA,220.72,0.0,,3.65
2021-03-24 00:00:00,TSLA,210.09,0.0,,3.65
2021-03-25 00:00:00,TSLA,213.46,0.0,,3.65
2021-03-26 00:00:00,TSLA,206.24,0.0,,3.65
2021-03-29 00:00:00,TSLA,203.76,0.0,,3.65
2021-03-30 00:00:00,TSLA,211.87,0.0,,3.65
2021-03-31 00:00:00,TSLA,222.64,0.0,,3.65
2021-04-01 00:00:00,TSLA,220.58,0.0,,3.65
2021-04-05 00:00:00,TSLA,230.35,0.0,,3.65
2021-04-06 00:00:00,TSLA,230.54,0.0,,3.65
2021-04-07 00:00:00,TSLA,223.66,0.0,,3.65
2021-04-08 00:00:00,TSLA,227.93,0.0,,3.65
2021-04-09 00:00:00,TSLA,225.67,0.0,,3.65
2021-04-12 00:00:00,TSLA,233.99,0.0,,3.65
2021-04-13 00:00:00,TSLA,254.11,0.0,,3.65
2021-04-14 00:00:00,TSLA,244.08,0.0,,3.65
2021-04-15 00:00:00,TSLA,246.28,0.0,,3.65
2021-04-16 00:00:00,TSLA,246.59,0.0,,3.65
2021-04-19 00:00:00,TSLA,238.21,0.0,,3.65
2021-04-20 00:00:00,TSLA,239.66,0.0,,3.65
2021-04-21 00:00:00,TSLA,248.04,0.0,,3.65
2021-04-22 00:00:00,TSLA,239.9,0.0,,3.65
